epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.3827952830687813,1.385535478591919,0.27391304347826084,0.35
2,1.3829587013825126,1.3853033304214477,0.2391304347826087,0.325
3,1.3790398836135864,1.384984064102173,0.30869565217391304,0.325
4,1.380209701994191,1.3848385095596314,0.28695652173913044,0.325
5,1.382458820550338,1.3848536014556885,0.2826086956521739,0.275
6,1.368987016055895,1.3847279310226441,0.30434782608695654,0.3
7,1.363207403473232,1.3847869873046874,0.34347826086956523,0.275
8,1.3600766295972078,1.3849422931671143,0.34347826086956523,0.25
9,1.350282012897989,1.385344648361206,0.3782608695652174,0.225
10,1.3563880256984544,1.3853877305984497,0.3826086956521739,0.275
11,1.3521334109099015,1.3852275133132934,0.36086956521739133,0.225
12,1.3363965272903442,1.3854087829589843,0.4391304347826087,0.175
13,1.3249988379685775,1.3857576847076416,0.4217391304347826,0.225
14,1.3393190881480341,1.3860243797302245,0.4260869565217391,0.175
15,1.337698645177095,1.3861660718917848,0.4260869565217391,0.225
16,1.3216614598813263,1.3863534927368164,0.4217391304347826,0.25
17,1.3180567772492118,1.3870219230651855,0.4608695652173913,0.275
18,1.312475732098455,1.3877728462219239,0.4391304347826087,0.275
19,1.3115645501924598,1.3880913496017455,0.4826086956521739,0.25
20,1.313134127077849,1.3883584022521973,0.43478260869565216,0.225
21,1.3078399440516597,1.388838768005371,0.43478260869565216,0.25
22,1.2967764906261279,1.3902302026748656,0.45652173913043476,0.25
23,1.2878991552021193,1.390790867805481,0.43478260869565216,0.25
24,1.2715014240016107,1.3920921564102173,0.4782608695652174,0.325
25,1.280141518426978,1.392631220817566,0.4434782608695652,0.275
26,1.2744325316470602,1.3915677547454834,0.4391304347826087,0.275
27,1.279678521985593,1.3924211740493775,0.44782608695652176,0.25
28,1.2750449802564539,1.393748140335083,0.45652173913043476,0.275
29,1.2546368847722593,1.398027491569519,0.4608695652173913,0.325
30,1.2644069008205248,1.400867772102356,0.4260869565217391,0.3
31,1.2466078623481418,1.4066478490829468,0.5347826086956522,0.3
32,1.261724889796713,1.4100785732269288,0.43478260869565216,0.3
33,1.252421964769778,1.4052597045898438,0.44782608695652176,0.3
34,1.250583445507547,1.4096232414245606,0.46956521739130436,0.3
35,1.233212072952934,1.4039610385894776,0.46956521739130436,0.3
36,1.2530378880708113,1.3993132352828979,0.4608695652173913,0.3
37,1.2281326553095941,1.3976688861846924,0.47391304347826085,0.3
38,1.2749133462491242,1.4031549215316772,0.4260869565217391,0.275
39,1.2454539848410564,1.4042093753814697,0.4608695652173913,0.325
40,1.238469323904618,1.4098710060119628,0.4434782608695652,0.3
41,1.2431180985077568,1.4173556804656982,0.44782608695652176,0.275
42,1.214910744584125,1.4153995037078857,0.48695652173913045,0.275
43,1.2313642501831055,1.417950439453125,0.4652173913043478,0.25
44,1.2206702522609545,1.4226346015930176,0.49130434782608695,0.25
45,1.2296184239180192,1.414126491546631,0.4391304347826087,0.275
46,1.2402633387109507,1.4231513500213624,0.46956521739130436,0.275
47,1.209850145422894,1.4202036619186402,0.45217391304347826,0.25
48,1.2254933305408644,1.4286018848419189,0.45652173913043476,0.25
49,1.199919641536215,1.432770800590515,0.5478260869565217,0.25
50,1.204983317333719,1.446251678466797,0.45652173913043476,0.25
51,1.2103896306908648,1.4589522361755372,0.5130434782608696,0.275
52,1.2039167746253636,1.4556011438369751,0.49130434782608695,0.225
53,1.2047915572705477,1.4693075180053712,0.48695652173913045,0.225
54,1.1895035577856976,1.4686809062957764,0.5173913043478261,0.225
55,1.2152460383332293,1.4510697841644287,0.45217391304347826,0.25
56,1.2111475581708162,1.4324054718017578,0.5043478260869565,0.225
