epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.3842784786438194,1.3850796476323555,0.2914798206278027,0.2553191489361702
2,1.3728997616489906,1.384561741605718,0.24663677130044842,0.2765957446808511
3,1.3558522778241624,1.3837047333412982,0.27802690582959644,0.3191489361702128
4,1.334989819826032,1.3824451121878116,0.3094170403587444,0.23404255319148937
5,1.3161153515358142,1.380587232873795,0.3632286995515695,0.2765957446808511
6,1.2984233378294872,1.3777322160436751,0.3901345291479821,0.2553191489361702
7,1.2517904684682597,1.373329243761428,0.43946188340807174,0.2553191489361702
8,1.219961100629627,1.3674831796199718,0.5067264573991032,0.2553191489361702
9,1.1697547735120148,1.3606767451509516,0.547085201793722,0.2553191489361702
10,1.1169848837660032,1.3508500038309301,0.5919282511210763,0.2553191489361702
11,1.0790841370954642,1.3391938716807263,0.600896860986547,0.2765957446808511
12,1.0201176036099147,1.3282182571735788,0.6367713004484304,0.2765957446808511
13,0.9982502075588756,1.3260508192346452,0.6233183856502242,0.2765957446808511
14,0.9491815470793856,1.323980209675241,0.6995515695067265,0.3404255319148936
15,0.897118203843121,1.3139432947686378,0.7130044843049327,0.3617021276595745
16,0.8745288266194775,1.3095685268970245,0.6860986547085202,0.40425531914893614
17,0.8504847373663043,1.319065418649227,0.7354260089686099,0.44680851063829785
18,0.8133443251853566,1.320967938037629,0.7309417040358744,0.3829787234042553
19,0.8234093170529524,1.3092864016269117,0.6816143497757847,0.425531914893617
20,0.7969047761284183,1.302349252903715,0.7174887892376681,0.46808510638297873
21,0.7710683741377073,1.2860395147445354,0.726457399103139,0.44680851063829785
22,0.7967051615094924,1.27473790594872,0.7130044843049327,0.44680851063829785
23,0.7664942543602845,1.2753408716080037,0.7219730941704036,0.44680851063829785
24,0.7504232838549422,1.255940741681038,0.7668161434977578,0.46808510638297873
25,0.7275244214075028,1.2439564644022192,0.7354260089686099,0.48936170212765956
26,0.7314747101522882,1.216514546820458,0.7309417040358744,0.48936170212765956
27,0.7265812313610128,1.1885488794205037,0.7443946188340808,0.46808510638297873
28,0.7466273433424432,1.2027602500103889,0.726457399103139,0.46808510638297873
29,0.7252024890596022,1.1707575371924868,0.7174887892376681,0.44680851063829785
30,0.7221952976132722,1.1215263529026762,0.7623318385650224,0.46808510638297873
31,0.7175833133838636,1.0626107885482463,0.7488789237668162,0.46808510638297873
32,0.6949147149051786,1.058909314744016,0.7623318385650224,0.46808510638297873
33,0.7285464844361549,1.0395732230328498,0.7219730941704036,0.46808510638297873
34,0.6828195180059013,0.9770736288517079,0.7488789237668162,0.5319148936170213
35,0.6908273402885471,0.9706834427853848,0.7668161434977578,0.5319148936170213
36,0.6771582717852742,0.970537875561004,0.7713004484304933,0.5531914893617021
37,0.6788765224106109,0.9458034190725773,0.757847533632287,0.5531914893617021
38,0.6429422110185495,0.9322820217051404,0.7713004484304933,0.574468085106383
39,0.6400911062287643,0.9357975493086145,0.7757847533632287,0.5319148936170213
40,0.6549371227020641,0.9413608794516706,0.757847533632287,0.5319148936170213
41,0.6668207714910465,0.9591234897045379,0.7399103139013453,0.5957446808510638
42,0.6714591597762343,0.9377798121026222,0.7354260089686099,0.574468085106383
43,0.6391813461021457,0.8848116042766165,0.7309417040358744,0.6382978723404256
44,0.6032576863006626,0.8691495124329912,0.8161434977578476,0.574468085106383
45,0.6282430382052879,0.8646273917340218,0.8071748878923767,0.5957446808510638
46,0.6548672684639558,0.8569015746421003,0.7623318385650224,0.5957446808510638
47,0.6441126962948273,0.8588019837724402,0.7802690582959642,0.6170212765957447
48,0.6360077892718293,0.8407903630682763,0.7757847533632287,0.6170212765957447
49,0.6781877426288587,0.8232723804230385,0.7219730941704036,0.6170212765957447
50,0.6333945815873253,0.8281219563585647,0.7802690582959642,0.574468085106383
51,0.6329225162754144,0.8295512706675428,0.7713004484304933,0.5957446808510638
52,0.6065015065830385,0.8241091789083278,0.7802690582959642,0.574468085106383
53,0.5815810574544384,0.8108274378675095,0.8026905829596412,0.5957446808510638
54,0.6154762706949037,0.8001320412818421,0.8161434977578476,0.6382978723404256
55,0.5967825768774401,0.806623803808334,0.7892376681614349,0.6382978723404256
56,0.5961325751291797,0.8153155306552319,0.8161434977578476,0.6170212765957447
57,0.5776108922979757,0.802962952471794,0.8161434977578476,0.6170212765957447
58,0.6044853773352277,0.7884771874610413,0.8026905829596412,0.6382978723404256
59,0.607864795778899,0.7853526663272938,0.7757847533632287,0.6595744680851063
60,0.6077481390649427,0.7785274830270321,0.7713004484304933,0.6382978723404256
61,0.6015977910281297,0.7658245208415579,0.7892376681614349,0.7021276595744681
62,0.5674698590697729,0.760639231255714,0.8340807174887892,0.7021276595744681
63,0.5591440494819607,0.7494344508394282,0.8295964125560538,0.6808510638297872
